tracked_root,model,region,artifact,section,page_key,file_name,relative_path,section_title,field_key,change_type,old_value,new_value,source_section_key,source_row_key,source_line_order,source_csv_line,from_ref,to_ref
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Caution icon. :width: 40px,D,本製品の上に物を載せたり、不安定な場所に置かない 倒れたり、落ちたりしてけがの原因になります。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Caution icon. :width: 40px #2,D,心臓にペースメーカーを装着している方は使用しない ペースメーカーが、本製品の影響を受ける恐れがあります。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Caution icon. :width: 40px #3,D,格納式ハンドルを使用してJackery ポータブル電源 1000 New v2を移動するときは、積み重ねたり、上に他の物を置いたりしないでください。落下して怪我をする場合があります。,,GENERAL INFO,product_name,1,241,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Caution icon. :width: 40px / データサーバや医療機器など、非常時に不具合が起こると人命 / 財産に重大な危険を及ぼしうる用途でのご使用はお控えください。次のようなような機器では、万が一使用中に給電ができなくなった場合、人命 / 財産にかかわる被害が想定されます。 / 医療機器や使用上、生命に関わるような機器 / 社会的、公共的に重要な機器など,D,重要な事業用機器など,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_26.png :alt: Caution icon. :width: 40px,A,,本製品の上に物を載せたり、不安定な場所に置かない 倒れたり、落ちたりしてけがの原因になります。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_27.png :alt: Caution icon. :width: 40px / データサーバや医療機器など、非常時に不具合が起こると人命 / 財産に重大な危険を及ぼしうる用途でのご使用はお控えください。次のようなような機器では、万が一使用中に給電ができなくなった場合、人命 / 財産にかかわる被害が想定されます。 / 医療機器や使用上、生命に関わるような機器 / 社会的、公共的に重要な機器など,A,,重要な事業用機器など,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_28.png :alt: Caution icon. :width: 40px,A,,心臓にペースメーカーを装着している方は使用しない ペースメーカーが、本製品の影響を受ける恐れがあります。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_29.png :alt: Caution icon. :width: 40px,A,,格納式ハンドルを使用してJackery ポータブル電源 1000 New v2を移動するときは、積み重ねたり、上に他の物を置いたりしないでください。落下して怪我をする場合があります。,GENERAL INFO,product_name,1,241,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_assets/hte153_jp/symbols/do_not_dismantle.png :alt: Do not dismantle symbol. :width: 40px / 製品を分解、改造を禁止する記号 / .. image:: _static/manual_assets/hte153_jp/symbols/li_ion.png :alt: Li-ion symbol. :width: 40px,D,充電式電池のリサイクルについて 本機はリサイクル可能な充電池を内蔵しています。 この商品を廃棄する場合は、当社のカスタマーサポートにご連絡ください。 充電池の取りはずしはお客様自身では行わないでください。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_assets/hte153_jp/symbols/keep_dry.png :alt: Keep dry symbol. :width: 40px,D,製品を濡らすことを禁止する記号,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_assets/hte153_jp/symbols/no_wet_hands.png :alt: No wet hands symbol. :width: 40px / 製品に濡れた手で触れることを禁止する記号 / .. image:: _static/manual_assets/hte153_jp/symbols/prohibited.png :alt: Prohibited action symbol. :width: 40px,D,行為を禁止する記号,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_assets/hte153_jp/symbols/prohibited.png :alt: Keep away from children symbol. :width: 40px / 小さなお子様の手の届かない場所に保管してください。 / .. image:: _static/manual_assets/hte153_jp/symbols/battery_recycle.png :alt: Battery disposal symbol. :width: 40px,D,電池および蓄電池は家庭ごみと一緒に廃棄してはいけません。 消費者の皆様は、有害物質の有無にかかわらず、すべての電池および蓄電池を指定された収集場所で廃棄することが法律で義務付けられています。 使用済みの電池および蓄電池は、お近くの収集拠点、リサイクルセンター、または購入した小売店にお持ちください。 適切な廃棄は環境に配慮したリサイクルを確保し、人間の健康と環境への潜在的な害を防ぎます。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_assets/hte153_jp/symbols/read_manual.png :alt: Read manual symbol. :width: 40px / 操作の前に取扱説明書をお読みください。 / .. image:: _static/manual_assets/hte153_jp/symbols/prohibited.png :alt: Keep away from fire symbol. :width: 40px,D,本製品を火気の近くに置かないでください。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_assets/hte153_jp/symbols/unplug.png :alt: Unplug symbol. :width: 40px / コンセントから電源プラグを抜く記号 / .. image:: _static/manual_assets/hte153_jp/symbols/mandatory.png :alt: Mandatory action symbol. :width: 40px,D,行為を指示する記号,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Warning and caution symbol. :width: 40px / 潜在的な危険やリスクについて注意喚起するために、必ずお読みください。 / .. image:: _static/manual_assets/hte153_jp/symbols/weee.png :alt: WEEE disposal symbol. :width: 40px,D,このシンボルは、本製品を一般家庭ごみとして廃棄せず、リサイクルのために指定の回収施設に持ち込む必要があることを示しています。 適切な廃棄およびリサイクルは、環境保護に役立ちます。 本製品の廃棄やリサイクルについての詳細は、お住まいの自治体、廃棄物処理業者、または販売店にお問い合わせください。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_01.png :alt: Warning and caution symbol. :width: 40px / 潜在的な危険やリスクについて注意喚起するために、必ずお読みください。 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_02.png :alt: WEEE disposal symbol. :width: 40px,A,,このシンボルは、本製品を一般家庭ごみとして廃棄せず、リサイクルのために指定の回収施設に持ち込む必要があることを示しています。 適切な廃棄およびリサイクルは、環境保護に役立ちます。 本製品の廃棄やリサイクルについての詳細は、お住まいの自治体、廃棄物処理業者、または販売店にお問い合わせください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_03.png :alt: Read manual symbol. :width: 40px / 操作の前に取扱説明書をお読みください。 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_04.png :alt: Keep away from fire symbol. :width: 40px,A,,本製品を火気の近くに置かないでください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_05.png :alt: Keep away from children symbol. :width: 40px / 小さなお子様の手の届かない場所に保管してください。 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_06.png :alt: Battery disposal symbol. :width: 40px,A,,電池および蓄電池は家庭ごみと一緒に廃棄してはいけません。 消費者の皆様は、有害物質の有無にかかわらず、すべての電池および蓄電池を指定された収集場所で廃棄することが法律で義務付けられています。 使用済みの電池および蓄電池は、お近くの収集拠点、リサイクルセンター、または購入した小売店にお持ちください。 適切な廃棄は環境に配慮したリサイクルを確保し、人間の健康と環境への潜在的な害を防ぎます。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_07.png :alt: Do not dismantle symbol. :width: 40px / 製品を分解、改造を禁止する記号 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_08.png :alt: Li-ion symbol. :width: 40px,A,,充電式電池のリサイクルについて 本機はリサイクル可能な充電池を内蔵しています。 この商品を廃棄する場合は、当社のカスタマーサポートにご連絡ください。 充電池の取りはずしはお客様自身では行わないでください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_09.png :alt: Unplug symbol. :width: 40px / コンセントから電源プラグを抜く記号 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_10.png :alt: Mandatory action symbol. :width: 40px,A,,行為を指示する記号,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_11.png :alt: No wet hands symbol. :width: 40px / 製品に濡れた手で触れることを禁止する記号 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_12.png :alt: Prohibited action symbol. :width: 40px,A,,行為を禁止する記号,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・絵表示の説明,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_13.png :alt: Keep dry symbol. :width: 40px,A,,製品を濡らすことを禁止する記号,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_assets/hte153_jp/symbols/do_not_dismantle.png :alt: Do not dismantle icon. :width: 40px,D,分解、改造しない 故障、発熱、火災・感電の原因になります。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_assets/hte153_jp/symbols/do_not_dismantle.png :alt: Do not self-repair icon. :width: 40px,D,付属品と本製品が破損した場合は、ご自身で修理をしない,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_assets/hte153_jp/symbols/no_wet_hands.png :alt: No wet hands icon. :width: 40px / 濡れた手で本体や接続するケーブルを触らない 火災や感電の原因になります。 / .. image:: _static/manual_assets/hte153_jp/symbols/grounding.png :alt: Grounding icon. :width: 40px,D,接地接続は必ず、電源プラグを電源につなぐ前に行って下さい また、接地接続を外す場合は、必ず電源プラグを切り離してから行って下さい。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_assets/hte153_jp/symbols/prohibited.png :alt: Do not use incompatible voltage icon. :width: 40px,D,表示された電源電圧以外で使用しない 故障、発熱、火災・感電の原因になります。また、本製品を使用できるのは日本国内のみです。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_assets/hte153_jp/symbols/unplug.png :alt: Unplug icon. :width: 40px / 万が一、次のような異常が発生したときはすぐに使用をやめる / 煙が出ている、異臭がする / 内部に水や異物が入ったとき / 落としたり、破損したとき / 電源コード (AC充電ケーブル) が傷んだとき,D,異音がする このような異常が発生したまま使用していると、火災や感電の原因になります。 すぐにAC充電ケーブルをコンセントから抜いてください。また、本製品に接続されている機器もすべて外してください。 万が一発煙や発火したら、大量の水で消火して煙が見えなくなるまで本製品を水浸しにしてください。 煙が出なくなることを確認してからカスタマーサポートにご連絡ください。 お客様による修理は危険ですので絶対におやめください。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Warning icon. :width: 40px / 強い衝撃を与えたり、投げつけたりしない 発熱や発火、破裂する原因になります。 / .. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Warning icon. :width: 40px,D,雷が鳴りだしたら、電源プラグにふれない（充電をしない） 感電の原因になります。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Warning icon. :width: 40px / 水など、液体を入れたり、濡らしたりしない 発熱や発火の原因になります。 / .. image:: _static/manual_assets/hte153_jp/symbols/mandatory.png :alt: Mandatory symbol. :width: 40px,D,各接続端子には確実に差し込む 差し込みが不十分だと、発熱したりほこりが付着して火災や感電の原因になります。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Warning icon. :width: 40px / 火のそばや炎天下の車内、熱器具の周辺など高温（45℃以上）になる場所で使用したり、放置しない 発熱や発火、破裂する原因になります。 / .. image:: _static/manual_assets/hte153_jp/symbols/warning_triangle.png :alt: Warning icon. :width: 40px,D,端子部にケーブル以外の金属類を差し込まない 発熱や発火の原因になります。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_14.png :alt: Warning icon. :width: 40px / 火のそばや炎天下の車内、熱器具の周辺など高温（45℃以上）になる場所で使用したり、放置しない 発熱や発火、破裂する原因になります。 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_15.png :alt: Warning icon. :width: 40px,A,,端子部にケーブル以外の金属類を差し込まない 発熱や発火の原因になります。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_16.png :alt: Warning icon. :width: 40px / 強い衝撃を与えたり、投げつけたりしない 発熱や発火、破裂する原因になります。 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_17.png :alt: Warning icon. :width: 40px,A,,雷が鳴りだしたら、電源プラグにふれない（充電をしない） 感電の原因になります。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_18.png :alt: Warning icon. :width: 40px / 水など、液体を入れたり、濡らしたりしない 発熱や発火の原因になります。 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_19.png :alt: Mandatory symbol. :width: 40px,A,,各接続端子には確実に差し込む 差し込みが不十分だと、発熱したりほこりが付着して火災や感電の原因になります。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_20.png :alt: No wet hands icon. :width: 40px / 濡れた手で本体や接続するケーブルを触らない 火災や感電の原因になります。 / .. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_21.png :alt: Grounding icon. :width: 40px,A,,接地接続は必ず、電源プラグを電源につなぐ前に行って下さい また、接地接続を外す場合は、必ず電源プラグを切り離してから行って下さい。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_22.png :alt: Unplug icon. :width: 40px / 万が一、次のような異常が発生したときはすぐに使用をやめる / 煙が出ている、異臭がする / 内部に水や異物が入ったとき / 落としたり、破損したとき / 電源コード (AC充電ケーブル) が傷んだとき,A,,異音がする このような異常が発生したまま使用していると、火災や感電の原因になります。 すぐにAC充電ケーブルをコンセントから抜いてください。また、本製品に接続されている機器もすべて外してください。 万が一発煙や発火したら、大量の水で消火して煙が見えなくなるまで本製品を水浸しにしてください。 煙が出なくなることを確認してからカスタマーサポートにご連絡ください。 お客様による修理は危険ですので絶対におやめください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_23.png :alt: Do not dismantle icon. :width: 40px,A,,分解、改造しない 故障、発熱、火災・感電の原因になります。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_24.png :alt: Do not use incompatible voltage icon. :width: 40px,A,,表示された電源電圧以外で使用しない 故障、発熱、火災・感電の原因になります。また、本製品を使用できるのは日本国内のみです。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _static/manual_template/page_jp/01_meaning_of_symbols/slot_25.png :alt: Do not self-repair icon. :width: 40px,A,,付属品と本製品が破損した場合は、ご自身で修理をしない,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,LCDスクリーン,.. image:: _static/manual_assets/hte153_jp/operation/lcd_mode.png :alt: LCD display mode diagram. :width: 140px / 短くオン / オンにする / メイン電源ボタンを押すか、充電入力がある場合。 * / 短くオン / オフにする / メイン電源ボタンを押します。 * / 短くオン / 自動オフ / 2分後にLCDは自動的に消灯し、スリープモードになります。 * / 常時オン / オンにする / デバイスが起動している状態でメイン電源ボタンを2回押します。 * / 常時オン / オフにする / メイン電源ボタンを押します。 * / 常時オン / 自動オフ,D,常時点灯ディスプレイモードは、2時間操作がないと自動的に消灯します。,,TEMPLATE VARS,tpl_main_power_button_label; tpl_default_standby_duration,1,371; 389,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,LCDスクリーン,.. image:: _static/manual_template/page_jp/05_operation_guide_placeholder/slot_07.png :alt: LCD display mode diagram. :width: 140px / 短くオン / オンにする / メイン電源ボタンを押すか、充電入力がある場合。 * / 短くオン / オフにする / メイン電源ボタンを押します。 * / 短くオン / 自動オフ / 2分後にLCDは自動的に消灯し、スリープモードになります。 * / 常時オン / オンにする / デバイスが起動している状態でメイン電源ボタンを2回押します。 * / 常時オン / オフにする / メイン電源ボタンを押します。 * / 常時オン / 自動オフ,A,,常時点灯ディスプレイモードは、2時間操作がないと自動的に消灯します。,TEMPLATE VARS,tpl_main_power_button_label; tpl_default_standby_duration,1,371; 389,HEAD~1,HEAD
